"codcompra","mododisputa","disputaaberto","aditivos","vigencia_inicio","vigencia_fim","anos","valor_inicial","valor_global","diferenca_valor","percentual_diferenca_valor"
"15404899000012022","Aberto","True","2","2022-12-06","2023-12-01","1.0","2746707.94","2746707.94","0.0","0.0"
"15404899000012022","Aberto","True","2","2022-01-17","2022-09-14","0.0","78623661.0","78623661.0","0.0","0.0"
"15404999000022022","Aberto","True","12","2022-10-11","2024-09-25","2.0","1909999.03","1909999.03","0.0","0.0"
"15404999000052022","Aberto","True","12","2023-01-18","2024-01-18","1.0","868698.38","883736.37","15037.99","1.73109451407058"
"15404999000062022","Aberto","True","12","2022-11-29","2024-05-27","2.0","349757.85","349757.85","0.0","0.0"
"15404999000102022","Aberto","True","12","2023-01-03","2024-08-03","1.0","1271981.21","1271981.21","0.0","0.0"
"15404999000142022","Aberto","True","12","2023-01-04","2024-05-04","1.0","960513.08","960513.08","0.0","0.0"
"15405499000032022","Fechado","False","2","2022-06-08","2023-12-02","1.0","343567.31","343567.31","0.0","0.0"
"15442199000022022","Fechado/Aberto","True","10","2023-05-29","2023-12-25","0.0","437634.92","437634.92","0.0","0.0"
"15442199000052022","Fechado/Aberto","True","10","2023-01-02","2024-06-27","1.0","814510.02","814510.02","0.0","0.0"
"15450299000022022","Fechado","False","14","2022-05-19","2022-11-19","0.0","68495.0","68495.0","0.0","0.0"
"15450399000022022","Aberto","True","12","2023-01-23","2024-01-23","1.0","903459.83","903459.83","0.0","0.0"
"15483999000012022","Aberto","True","6","2023-01-17","2023-07-17","0.0","93986.38","93986.38","0.0","0.0"
"15484099000022022","Aberto","True","8","2023-03-01","2023-11-29","0.0","44020.82","44020.82","0.0","0.0"
"15500899000732022","Aberto","True","3","2022-07-18","2023-07-18","1.0","1449850.0","1901194.58","451344.58","31.130432803393454"
"15500899000802022","Aberto","True","3","2022-12-12","2023-12-12","1.0","295000.0","295000.0","0.0","0.0"
"15501499000012022","Aberto","True","1","2022-08-22","2023-04-19","1.0","261267.49","261267.49","0.0","0.0"
"15502099000012022","Aberto","True","5","2022-10-27","2024-02-26","2.0","2257923.76","2632528.02","374604.26","16.590651404456633"
"15502099000022022","Aberto","True","5","2023-01-16","2024-07-15","1.0","6863945.14","6863945.14","0.0","0.0"
"15502199000072022","Fechado","False","6","2022-11-28","2024-05-01","2.0","655191.77","677420.22","22228.45","3.3926631892827346"
"15502299001062022","Aberto","True","4","2023-04-26","2024-04-26","1.0","2388723.56","2388723.56","0.0","0.0"
"15668799000012022","Aberto","True","8","2023-01-20","2023-11-16","0.0","785889.83","785889.83","0.0","0.0"
"15809299000012022","Aberto","True","1","2023-01-06","","","6376777.36","6376777.36","0.0","0.0"
"15812199000062022","Aberto","True","2","2022-09-26","2023-10-26","1.0","678000.0","678000.0","0.0","0.0"
"15812199000112022","Aberto","True","6","2022-12-22","2023-12-22","1.0","194428.53","233046.45","38617.92","19.8622702131215"
"15812399000022022","Fechado","False","9","2022-08-22","2024-01-22","2.0","2679413.63","2826447.28","147033.65","5.487530866968084"
"15812399000052022","Fechado","False","9","2022-11-17","2023-11-17","1.0","2442807.19","2442807.19","0.0","0.0"
"15812399000062022","Fechado","False","9","2022-12-22","2023-11-22","1.0","543734.05","543734.05","0.0","0.0"
"15812399000082022","Fechado","False","9","2022-12-22","2023-06-22","1.0","123973.33","132582.1","8608.77","6.944049982363142"
"15812599000012022","Aberto","True","7","2022-11-01","2023-11-01","1.0","573226.72","573226.72","0.0","0.0"
"15812599000052022","Aberto","True","7","2022-07-04","2023-08-08","1.0","804639.73","804639.73","0.0","0.0"
"15812599000072022","Aberto","True","7","2023-05-08","2024-01-02","1.0","88744.93","120580.0","31835.07","35.87255069106483"
"15812599000092022","Aberto","True","7","2022-11-29","2024-06-16","2.0","2801176.91","2801176.91","0.0","0.0"
"15813299000042022","Aberto/Fechado","True","2","2023-03-28","2023-11-23","0.0","156977.83","156977.83","0.0","0.0"
"15813299000042022","Aberto/Fechado","True","2","2023-02-06","2023-10-04","0.0","345675.87","345675.87","0.0","0.0"
"15813299000122022","Fechado","False","2","2023-02-06","2023-10-04","0.0","248603.28","248603.28","0.0","0.0"
"15813899000012022","Aberto","True","7","2022-10-21","2023-04-21","1.0","159114.71","159114.71","0.0","0.0"
"15813899000042022","Aberto","True","7","2022-12-30","2024-04-29","2.0","2102155.34","2401732.63","299577.29","14.250958732669108"
"15813899000042022","Aberto","True","7","2022-12-30","2024-03-30","2.0","2113658.63","2252122.35","138463.72","6.550902687630311"
"15813899000052022","Aberto","True","7","2022-12-22","2024-02-19","2.0","1076883.07","1144339.07","67456.0","6.264004131850638"
"15813899000062022","Aberto","True","7","2022-12-16","2024-01-16","2.0","1917150.26","1917150.26","0.0","0.0"
"15813899000062022","Aberto","True","7","2022-12-30","2024-01-30","2.0","1990960.25","1990960.25","0.0","0.0"
"15814199000012022","Fechado","False","3","2022-10-17","2023-09-27","1.0","735480.44","963485.75","228005.31","31.00086659000748"
"15814199000042022","Aberto","True","5","2022-09-15","2023-04-13","1.0","510923.85","510923.85","0.0","0.0"
"15814199000042022","Aberto","True","5","2022-09-15","2023-09-10","1.0","510923.85","510923.85","0.0","0.0"
"15814199000092022","Aberto","True","2","2023-04-17","2023-09-17","0.0","127423.65","127423.65","0.0","0.0"
"15814199000092022","Aberto","True","2","2023-04-17","2023-10-17","0.0","424232.85","424232.85","0.0","0.0"
"15814199000092022","Aberto","True","3","2023-02-13","2024-01-11","1.0","617925.32","700045.71","82120.39","13.289694942424434"
"15814199000122022","Aberto","True","3","2023-03-20","2023-11-15","0.0","634027.41","634027.41","0.0","0.0"
